store_id,Company,local_authority,region,local_authority_population,latitude,longitude,geometry,other
600,Brand A,Huntingdonshire,East of England,178985,52.3622463,-0.1703217,POINT (-0.1703217 52.3622463),type1
599,Brand A,Huntingdonshire,East of England,178985,52.3403437,-0.1729122,POINT (-0.1729122 52.3403437),type1
568,Brand A,Hinckley and Bosworth,East Midlands,113666,52.5514259,-1.3622532,POINT (-1.3622532 52.5514259),type1
570,Brand A,North Hertfordshire,East of England,133463,51.9582547,-0.2683372,POINT (-0.2683372 51.9582547),type1
571,Brand A,North Hertfordshire,East of England,133463,51.9953232,-0.1759288,POINT (-0.1759288 51.9953232),type1
575,Brand A,Havering,London,260651,51.5726312,0.2281818,POINT (0.2281818 51.5726312),type1
576,Brand A,Havering,London,260651,51.5888419,0.1951248,POINT (0.1951248 51.5888419),type1
577,Brand A,Havering,London,260651,51.5300061,0.2007802,POINT (0.2007802 51.5300061),type1
578,Brand A,Havering,London,260651,51.6034599,0.2292615,POINT (0.2292615 51.6034599),type1
483,Brand A,Sefton,North West,275899,53.5678191,-3.0498390000000004,POINT (-3.049839 53.5678191),type1
579,Brand A,Havering,London,260651,51.5756966,0.2017053,POINT (0.2017053 51.5756966),type1
585,Brand A,Kirklees,Yorkshire and The Humber,441290,53.6557772,-1.7724681,POINT (-1.7724681 53.6557772),type1
589,Brand A,"Kingston upon Hull, City of",Yorkshire and The Humber,259126,53.75544400000001,-0.3362509999999999,POINT (-0.336251 53.75544400000001),type1
590,Brand A,"Kingston upon Hull, City of",Yorkshire and The Humber,259126,53.7553006,-0.339111,POINT (-0.339111 53.7553006),type1
593,Brand A,West Berkshire,South East,158465,51.4240217,-1.5061173,POINT (-1.5061173 51.4240217),type1
594,Brand A,West Berkshire,South East,158465,51.4120047,-1.3137124,POINT (-1.3137124 51.4120047),type1
595,Brand A,West Berkshire,South East,158465,51.4944344,-1.0759659,POINT (-1.0759659 51.4944344),type1
596,Brand A,West Berkshire,South East,158465,51.3930718,-1.308104,POINT (-1.308104 51.3930718),type1
583,Brand A,Horsham,South East,145474,51.0727338,-0.3210497,POINT (-0.3210497 51.07273379999999),type1
481,Brand A,Fareham,South East,116338,50.8632896,-1.1669896,POINT (-1.1669896 50.86328959999999),type1
478,Brand A,Falkirk,Scotland,160560,56.0092149,-3.7740497,POINT (-3.7740497 56.0092149),type1
476,Brand A,Exeter,South West,133333,50.7345622,-3.5199823,POINT (-3.5199823 50.7345622),type1
362,Brand A,Wyre,North West,113067,53.8873496,-3.0313610000000004,POINT (-3.031361 53.8873496),type1
364,Brand A,Colchester,East of England,197200,51.8986772,0.9106945,POINT (0.9106945 51.89867719999999),type1
365,Brand A,Colchester,East of England,197200,51.9201803,0.9293954,POINT (0.9293954 51.9201803),type1
367,Brand A,Cheshire East,North West,386667,53.173553600000005,-2.2037927,POINT (-2.2037927 53.17355360000001),type1
368,Brand A,Cheshire East,North West,386667,53.1081612,-2.4308609000000003,POINT (-2.4308609 53.1081612),type1
369,Brand A,Cheshire East,North West,386667,53.2693548,-2.1162084,POINT (-2.1162084 53.2693548),type1
370,Brand A,Cheshire East,North West,386667,53.336712000000006,-2.22136,POINT (-2.22136 53.33671200000001),type1
371,Brand A,Cheshire East,North West,386667,53.1048923,-2.4271360000000004,POINT (-2.427136 53.1048923),type1
372,Brand A,Cheshire East,North West,386667,53.36044019999999,-2.1972383000000004,POINT (-2.1972383 53.36044019999999),type1
378,Brand A,North Northamptonshire,East Midlands,350448,52.4967153,-0.6918595999999999,POINT (-0.6918595999999999 52.4967153),type1
379,Brand A,North Northamptonshire,East Midlands,350448,52.4114214,-0.7183166999999999,POINT (-0.7183166999999999 52.41142139999999),type1
380,Brand A,North Northamptonshire,East Midlands,350448,52.4977095,-0.6729035999999999,POINT (-0.6729035999999999 52.4977095),type1
381,Brand A,North Northamptonshire,East Midlands,350448,52.3863838,-0.7116994999999999,POINT (-0.7116994999999999 52.3863838),type1
386,Brand A,Coventry,West Midlands,379387,52.4190043,-1.5039486,POINT (-1.5039486 52.4190043),type1
387,Brand A,Coventry,West Midlands,379387,52.4541678,-1.481394,POINT (-1.481394 52.4541678),type1
357,Brand A,North Somerset,South West,215574,51.3588845,-2.9692854000000004,POINT (-2.9692854 51.35888449999999),type1
356,Brand A,North Somerset,South West,215574,51.4525873,-2.8471321,POINT (-2.8471321 51.4525873),type1
354,Brand A,Chorley,North West,118870,53.6637963,-2.6198791000000003,POINT (-2.6198791 53.6637963),type1
351,Brand A,Chichester,South East,121508,50.844774,-0.7902208,POINT (-0.7902207999999999 50.844774),type1
314,Brand A,Cardiff,Wales,369202,51.5078804,-3.196407,POINT (-3.196407 51.5078804),type1
319,Brand A,Carlisle,North West,108524,54.9052778,-2.9244444,POINT (-2.9244444 54.9052778),type1
321,Brand A,Medway,South East,279142,51.3925321,0.5359787,POINT (0.5359787 51.3925321),type1
322,Brand A,Medway,South East,279142,51.3510336,0.5824175,POINT (0.5824175 51.3510336),type1
323,Brand A,Medway,South East,279142,51.37289799999999,0.5895012,POINT (0.5895011999999999 51.37289799999999),type1
327,Brand A,Chelmsford,East of England,179549,51.743548,0.4817386999999999,POINT (0.4817386999999999 51.743548),type1
331,Brand A,Cheltenham,South West,116043,51.910762,-2.064474,POINT (-2.064474 51.910762),type1
390,Brand A,Waverley,South East,126556,51.1508286,-0.4788488,POINT (-0.4788488 51.1508286),type1
332,Brand A,Cheltenham,South West,116043,51.9157758,-2.0774005000000004,POINT (-2.0774005 51.9157758),type1
336,Brand A,Broxbourne,East of England,97592,51.72867210000001,-0.0287868999999999,POINT (-0.0287869 51.72867210000001),type1
337,Brand A,Broxbourne,East of England,97592,51.7279925,-0.0273539,POINT (-0.0273539 51.7279925),type1
340,Brand A,Cheshire West and Chester,North West,343823,53.201472,-2.8816687,POINT (-2.8816687 53.201472),type1
341,Brand A,Cheshire West and Chester,North West,343823,53.2717238,-2.503959,POINT (-2.503959 53.2717238),type1
347,Brand A,Chesterfield,East Midlands,104930,53.2451585,-1.4169086,POINT (-1.4169086 53.2451585),type1
348,Brand A,Chesterfield,East Midlands,104930,53.2629792,-1.4132792,POINT (-1.4132792 53.2629792),type1
350,Brand A,Chichester,South East,121508,50.8462947,-0.7691315999999999,POINT (-0.7691315999999999 50.8462947),type1
335,Brand A,Cheltenham,South West,116043,51.9118257,-2.0664477000000003,POINT (-2.0664477 51.9118257),type1
637,Brand A,Solihull,West Midlands,217487,52.3940783,-1.7793816,POINT (-1.7793816 52.3940783),type1
391,Brand A,Waverley,South East,126556,51.2247043,-0.7899216,POINT (-0.7899216 51.2247043),type1
393,Brand A,Waverley,South East,126556,51.0975592,-0.7001120000000001,POINT (-0.7001120000000001 51.0975592),type1
439,Brand A,Dundee City,Scotland,148820,56.46994959999999,-2.9630393,POINT (-2.9630393 56.46994959999999),type1
440,Brand A,Dundee City,Scotland,148820,56.4810915,-3.0325505,POINT (-3.0325505 56.4810915),type1
442,Brand A,Fife,Scotland,374130,56.0815676,-3.4496396000000003,POINT (-3.4496396 56.0815676),type1
443,Brand A,Fife,Scotland,374130,56.1199854,-3.147848,POINT (-3.147848 56.1199854),type1
444,Brand A,Fife,Scotland,374130,56.07077579999999,-3.3934002000000003,POINT (-3.3934002 56.07077579999999),type1
452,Brand A,Eastbourne,South East,103324,50.7782002,0.2960644,POINT (0.2960644 50.7782002),type1
453,Brand A,Eastbourne,South East,103324,50.7960916,0.3134176,POINT (0.3134176 50.7960916),type1
455,Brand A,Eastleigh,South East,135520,50.978243,-1.3421404,POINT (-1.3421404 50.978243),type1
456,Brand A,Eastleigh,South East,135520,50.90456389999999,-1.3112462,POINT (-1.3112462 50.90456389999999),type1
460,Brand A,City of Edinburgh,Scotland,527620,55.94459410000001,-3.095692,POINT (-3.095692 55.94459410000001),type1
461,Brand A,City of Edinburgh,Scotland,527620,55.9624143,-3.1904199,POINT (-3.1904199 55.9624143),type1
462,Brand A,City of Edinburgh,Scotland,527620,55.9395366,-3.1993523,POINT (-3.1993523 55.9395366),type1
463,Brand A,City of Edinburgh,Scotland,527620,55.99106251822559,-3.1682670355989324,POINT (-3.168267035598932 55.99106251822559),type1
464,Brand A,City of Edinburgh,Scotland,527620,55.94750679999999,-3.2817109,POINT (-3.2817109 55.94750679999999),type1
473,Brand A,Epsom and Ewell,South East,81003,51.34222749999999,-0.2593421999999999,POINT (-0.2593422 51.34222749999999),type1
434,Brand A,Dudley,West Midlands,322363,52.4675401,-2.1384586000000003,POINT (-2.1384586 52.4675401),type1
433,Brand A,Dudley,West Midlands,322363,52.52460040000001,-2.0564061,POINT (-2.0564061 52.52460040000001),type1
432,Brand A,Dudley,West Midlands,322363,52.4912369,-2.1011412000000003,POINT (-2.1011412 52.4912369),type1
427,Brand A,Dorset,South West,379791,50.6194485,-2.4439384000000004,POINT (-2.4439384 50.6194485),type1
397,Brand A,Crawley,South East,112474,51.1233584,-0.175038,POINT (-0.175038 51.1233584),type1
398,Brand A,Crawley,South East,112474,51.13341869999999,-0.1537102,POINT (-0.1537102 51.13341869999999),type1
400,Brand A,South Somerset,South West,168696,50.8928864,-2.7843797,POINT (-2.7843797 50.89288639999999),type1
401,Brand A,South Somerset,South West,168696,50.951153600000005,-2.6194756000000003,POINT (-2.6194756 50.9511536),type1
402,Brand A,South Somerset,South West,168696,50.9521326,-2.6274419,POINT (-2.6274419 50.9521326),type1
405,Brand A,Wealden,South East,162733,51.069116,0.1724697,POINT (0.1724697 51.069116),type1
406,Brand A,Wealden,South East,162733,50.9801855,0.1059697999999999,POINT (0.1059698 50.9801855),type1
392,Brand A,Waverley,South East,126556,51.1955306,-0.6022451999999999,POINT (-0.6022451999999999 51.1955306),type1
409,Brand A,Torfaen,Wales,94832,51.66314189999999,-3.0122310000000003,POINT (-3.012231 51.66314189999999),type1
414,Brand A,Derby,East Midlands,256814,52.9333446,-1.4685087,POINT (-1.4685087 52.9333446),type1
415,Brand A,Derby,East Midlands,256814,52.9303094,-1.4639089,POINT (-1.4639089 52.9303094),type1
419,Brand A,Doncaster,Yorkshire and The Humber,312785,53.5341018,-1.1259625,POINT (-1.1259625 53.53410179999999),type1
420,Brand A,Doncaster,Yorkshire and The Humber,312785,53.5013162,-1.1271506,POINT (-1.1271506 53.5013162),type1
424,Brand A,Dorset,South West,379791,50.7243045,-2.4267853,POINT (-2.4267853 50.7243045),type1
425,Brand A,Dorset,South West,379791,50.958132,-2.5058559,POINT (-2.5058559 50.958132),type1
426,Brand A,Dorset,South West,379791,50.935079,-2.2959485,POINT (-2.2959485 50.93507899999999),type1
412,Brand A,Darlington,North East,107402,54.5356517,-1.5436837,POINT (-1.5436837 54.5356517),type1
313,Brand A,Cardiff,Wales,369202,51.4912981,-3.1650663000000003,POINT (-3.1650663 51.49129809999999),type1
641,Brand A,Thurrock,East of England,175531,51.4963587,0.2940909,POINT (0.2940909 51.49635869999999),type1
645,Brand A,Lancaster,North West,148119,54.0580712,-2.7902098000000004,POINT (-2.7902098 54.0580712),type1
879,Brand A,Manchester,North West,555741,53.4720071,-2.1639708000000004,POINT (-2.1639708 53.4720071),type1
887,Brand A,Trafford,North West,237579,53.4749692,-2.3367032,POINT (-2.3367032 53.4749692),type1
888,Brand A,Trafford,North West,237579,53.3956891,-2.3368511,POINT (-2.3368511 53.3956891),type1
889,Brand A,Trafford,North West,237579,53.469264900000006,-2.280529,POINT (-2.280529 53.46926490000001),type1
894,Brand A,Mansfield,East Midlands,109351,53.15501629999999,-1.188675,POINT (-1.188675 53.15501629999999),type1
895,Brand A,Mansfield,East Midlands,109351,53.1595974,-1.1931791,POINT (-1.1931791 53.1595974),type1
898,Brand A,Harborough,East Midlands,95537,52.4874477,-0.9087151,POINT (-0.9087151 52.4874477),type1
901,Brand A,North West Leicestershire,East Midlands,104809,52.7569871,-1.4623103,POINT (-1.4623103 52.7569871),type1
902,Brand A,North West Leicestershire,East Midlands,104809,52.7631433,-1.4427374,POINT (-1.4427374 52.7631433),type1
905,Brand A,Melton,East Midlands,51394,52.7750705,-0.8782856,POINT (-0.8782856 52.7750705),type1
907,Brand A,Middlesbrough,North East,141285,54.58522789999999,-1.2259522,POINT (-1.2259522 54.58522789999999),type1
910,Brand A,Copeland,North West,68041,54.2197164,-3.2570806,POINT (-3.2570806 54.2197164),type1
912,Brand A,Milton Keynes,South East,270203,52.05195499999999,-0.7477847999999999,POINT (-0.7477847999999999 52.05195499999999),type1
913,Brand A,Milton Keynes,South East,270203,52.0106892,-0.7154463,POINT (-0.7154463 52.01068919999999),type1
914,Brand A,Milton Keynes,South East,270203,52.04632349999999,-0.6774678,POINT (-0.6774678 52.04632349999999),type1
878,Brand A,Manchester,North West,555741,53.4105794,-2.2869582000000004,POINT (-2.2869582 53.4105794),type1
918,Brand A,Flintshire,Wales,156847,53.176293,-3.1329230000000003,POINT (-3.132923 53.176293),type1
877,Brand A,Manchester,North West,555741,53.4946219,-2.2321157,POINT (-2.2321157 53.4946219),type1
872,Brand A,Windsor and Maidenhead,South East,151273,51.4921335,-0.6013622,POINT (-0.6013622 51.4921335),type1
835,Brand A,Derry City and Strabane,Northern Ireland,151109,55.0047222,-7.3091667,POINT (-7.3091667 55.0047222),type1
839,Brand A,Charnwood,East Midlands,188416,52.78163969999999,-1.1967785,POINT (-1.1967785 52.78163969999999),type1
842,Brand A,Epping Forest,East of England,132175,51.658216,0.0662799999999999,POINT (0.06627999999999999 51.658216),type1
845,Brand A,Epping Forest,East of England,132175,51.6591102,0.0672698,POINT (0.0672698 51.6591102),type1
846,Brand A,East Suffolk,East of England,250373,52.4865841,1.7633544,POINT (1.7633544 52.48658409999999),type1
851,Brand A,Shropshire,West Midlands,325415,52.3775376,-2.7098009000000003,POINT (-2.7098009 52.3775376),type1
852,Brand A,Shropshire,West Midlands,325415,52.8700082,-3.0445385000000003,POINT (-3.0445385 52.8700082),type1
853,Brand A,Shropshire,West Midlands,325415,52.7185127,-2.7442045000000004,POINT (-2.7442045 52.7185127),type1
854,Brand A,Shropshire,West Midlands,325415,52.7481282,-2.714954,POINT (-2.714954 52.7481282),type1
860,Brand A,Luton,East of England,213528,51.8889431,-0.4011666,POINT (-0.4011666 51.8889431),type1
862,Brand A,New Forest,South East,179649,50.76847599999999,-1.5317477,POINT (-1.5317477 50.76847599999999),type1
863,Brand A,New Forest,South East,179649,50.7632685,-1.6453929,POINT (-1.6453929 50.7632685),type1
864,Brand A,New Forest,South East,179649,50.7601743,-1.6351781,POINT (-1.6351781 50.7601743),type1
869,Brand A,Fylde,North West,81211,53.7474154,-2.9502151000000003,POINT (-2.9502151 53.7474154),type1
871,Brand A,Windsor and Maidenhead,South East,151273,51.5320652,-0.7117401999999999,POINT (-0.7117401999999999 51.5320652),type1
875,Brand A,Maidstone,South East,173132,51.2828045,0.5358102,POINT (0.5358102 51.2828045),type1
919,Brand A,Flintshire,Wales,156847,53.22268569999999,-3.0311394000000003,POINT (-3.0311394 53.22268569999999),type1
920,Brand A,Flintshire,Wales,156847,53.179114,-2.962578,POINT (-2.962578 53.179114),type1
924,Brand A,Neath Port Talbot,Wales,144386,51.67350869999999,-3.7947643,POINT (-3.7947643 51.67350869999999),type1
966,Brand A,Oldham,North West,237628,53.5514414,-2.1043367,POINT (-2.1043367 53.55144139999999),type1
967,Brand A,Oldham,North West,237628,53.5177691,-2.1487108000000004,POINT (-2.1487108 53.5177691),type1
968,Brand A,Oldham,North West,237628,53.555567100000005,-2.0811282,POINT (-2.0811282 53.5555671),type1
971,Brand A,West Lancashire,North West,114496,53.5772773,-2.8762966000000003,POINT (-2.8762966 53.5772773),type1
974,Brand A,Oxford,South East,151584,51.7617946,-1.2492715,POINT (-1.2492715 51.76179459999999),type1
978,Brand A,Oxford,South East,151584,51.7622783,-1.2465197,POINT (-1.2465197 51.7622783),type1
979,Brand A,Tandridge,South East,88542,51.2683346,0.0053733,POINT (0.0053733 51.2683346),type1
982,Brand A,Eden,North West,53754,54.67376390000001,-2.7433179,POINT (-2.7433179 54.67376390000001),type1
984,Brand A,Perth and Kinross,Scotland,151910,56.4064563,-3.4205319000000003,POINT (-3.4205319 56.40645629999999),type1
985,Brand A,Perth and Kinross,Scotland,151910,56.41722659999999,-3.4694296,POINT (-3.4694296 56.41722659999999),type1
987,Brand A,Peterborough,East of England,202626,52.58409939999999,-0.2349337,POINT (-0.2349337 52.58409939999999),type1
988,Brand A,Peterborough,East of England,202626,52.5505075,-0.252948,POINT (-0.252948 52.55050749999999),type1
991,Brand A,East Hampshire,South East,123838,51.014419,-0.9268169,POINT (-0.9268168999999999 51.014419),type1
994,Brand A,Plymouth,South West,262839,50.3816164,-4.1298081,POINT (-4.1298081 50.3816164),type1
995,Brand A,Plymouth,South West,262839,50.445286,-4.0992461,POINT (-4.0992461 50.445286),type1
963,Brand A,Nuneaton and Bedworth,West Midlands,130373,52.5325626,-1.4586499,POINT (-1.4586499 52.5325626),type1
962,Brand A,Nottingham,East Midlands,337098,52.9625133,-1.137,POINT (-1.137 52.9625133),type1
960,Brand A,Nottingham,East Midlands,337098,53.0128695,-1.1676998,POINT (-1.1676998 53.0128695),type1
959,Brand A,Nottingham,East Midlands,337098,52.9658215,-1.1368699,POINT (-1.1368699 52.9658215),type1
927,Brand A,Newcastle upon Tyne,North East,306824,54.9854873,-1.6052111,POINT (-1.6052111 54.9854873),type1
928,Brand A,Newcastle upon Tyne,North East,306824,55.023565,-1.6517144,POINT (-1.6517144 55.023565),type1
930,Brand A,Newport,Wales,156447,51.5878422,-2.9340393,POINT (-2.9340393 51.5878422),type1
931,Brand A,Newport,Wales,156447,51.5821137,-2.9992107000000003,POINT (-2.9992107 51.5821137),type1
934,Brand A,Isle of Wight,South East,142296,50.710159700000006,-1.2848951,POINT (-1.2848951 50.71015970000001),type1
935,Brand A,Isle of Wight,South East,142296,50.7207573,-1.1334788,POINT (-1.1334788 50.7207573),type1
938,Brand A,Teignbridge,South West,135039,50.5397192,-3.6013436000000003,POINT (-3.6013436 50.5397192),type1
829,Brand A,Haringey,London,266357,51.603399800000005,-0.0976877,POINT (-0.0976877 51.60339980000001),type1
939,Brand A,Teignbridge,South West,135039,50.556752,-3.4834678,POINT (-3.4834678 50.556752),type1
943,Brand A,Antrim and Newtownabbey,Northern Ireland,143756,54.6683671,-5.9149434,POINT (-5.9149434 54.6683671),type1
946,Brand A,West Northamptonshire,East Midlands,406733,52.2239702,-0.9019568,POINT (-0.9019568 52.2239702),type1
947,Brand A,West Northamptonshire,East Midlands,406733,52.24916149999999,-0.8849686,POINT (-0.8849686 52.24916149999999),type1
948,Brand A,West Northamptonshire,East Midlands,406733,52.2668482,-0.8254309999999999,POINT (-0.8254309999999999 52.2668482),type1
952,Brand A,Norwich,East of England,142177,52.6373956,1.3063689,POINT (1.3063689 52.6373956),type1
955,Brand A,Broxtowe,East Midlands,114627,52.9378214,-1.2036933,POINT (-1.2036933 52.9378214),type1
956,Brand A,Broxtowe,East Midlands,114627,52.9186524,-1.2459805,POINT (-1.2459805 52.9186524),type1
942,Brand A,Antrim and Newtownabbey,Northern Ireland,143756,54.6660074,-5.9090252,POINT (-5.9090252 54.6660074),type1
828,Brand A,Merton,London,206453,51.4353757,-0.2083763,POINT (-0.2083763 51.43537569999999),type1
825,Brand A,Merton,London,206453,51.41095220000001,-0.2308229,POINT (-0.2308229 51.41095220000001),type1
824,Brand A,Merton,London,206453,51.4301059,-0.1948854,POINT (-0.1948854 51.4301059),type1
700,Brand A,Barnet,London,399007,51.6650488,-0.1918175,POINT (-0.1918175 51.6650488),type1
701,Brand A,Barnet,London,399007,51.6223766,-0.2652813,POINT (-0.2652813 51.6223766),type1
702,Brand A,Barnet,London,399007,51.5856959,-0.2118802,POINT (-0.2118802 51.5856959),type1
703,Brand A,Barnet,London,399007,51.6170542,-0.144616,POINT (-0.144616 51.6170542),type1
708,Brand A,Bexley,London,249301,51.4663082,0.1561231,POINT (0.1561231 51.4663082),type1
712,Brand A,Bromley,London,332752,51.41373,0.0264329999999999,POINT (0.026433 51.41373),type1
713,Brand A,Bromley,London,332752,51.4032308,0.1224726999999999,POINT (0.1224727 51.4032308),type1
714,Brand A,Bromley,London,332752,51.4067635,-0.0386518,POINT (-0.0386518 51.4067635),type1
715,Brand A,Bromley,London,332752,51.3835568,0.1066223999999999,POINT (0.1066224 51.3835568),type1
721,Brand A,Bromley,London,332752,51.41373,0.0264329999999999,POINT (0.026433 51.41373),type1
722,Brand A,Tower Hamlets,London,331969,51.5165361,-0.0175176999999999,POINT (-0.0175177 51.5165361),type1
725,Brand A,Tower Hamlets,London,331969,51.5149945,-0.0129736,POINT (-0.0129736 51.5149945),type1
726,Brand A,Tower Hamlets,London,331969,51.5130157,-0.0107064,POINT (-0.0107064 51.5130157),type1
727,Brand A,City of London,London,10938,51.524338,-0.08444,POINT (-0.08444 51.524338),type1
731,Brand A,City of London,London,10938,51.5245802,-0.0858914,POINT (-0.08589140000000001 51.5245802),type1
697,Brand A,Conwy,Wales,118184,53.3333225,-3.8182777,POINT (-3.8182777 53.3333225),type1
693,Brand A,West Lothian,Scotland,183820,55.9034776,-3.6094626,POINT (-3.6094626 55.9034776),type1
692,Brand A,West Lothian,Scotland,183820,55.8922799,-3.5068387000000003,POINT (-3.5068387 55.8922799),type1
685,Brand A,Liverpool,North West,500474,53.4152704,-2.9719006,POINT (-2.9719006 53.4152704),type1
646,Brand A,Lancaster,North West,148119,54.0824853,-2.8557122,POINT (-2.8557122 54.08248529999999),type1
